row_id,source_batch,status,game_date,match_raw,match_norm,question_number,question,question_type,field_prob,result,outcome_pct,submitted,submitted_percent,actual_rbp,if_yes_rbp,if_no_rbp,swing_display,notes,target_team,target_player,line
123,raw_paste_collected_in_chat,resolved,2026-06-15,Spain vs Cabo Verde,Spain vs Cape Verde,Q5,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,41,No,0.0,0,,,,,,The Crowd played it safe.,,,
124,raw_paste_collected_in_chat,resolved,2026-06-15,Spain vs Cabo Verde,Spain vs Cape Verde,Q6,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,33,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
125,raw_paste_collected_in_chat,resolved,2026-06-15,Spain vs Cabo Verde,Spain vs Cape Verde,Q7,Will Spain win the match?,team_win,92,No,0.0,0,,,,,,The Crowd missed the mark.,,,
126,raw_paste_collected_in_chat,resolved,2026-06-15,Spain vs Cabo Verde,Spain vs Cape Verde,Q8,Will there be 8 or more total shots on target?,match_total_sot_over,70,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
127,raw_paste_collected_in_chat,resolved,2026-06-15,Spain vs Cabo Verde,Spain vs Cape Verde,Q9,Will Dani Olmo score or assist a goal (excluding own goals)?,player_goal_or_assist,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
128,raw_paste_collected_in_chat,resolved,2026-06-15,Spain vs Cabo Verde,Spain vs Cape Verde,Q10,Will Ryan Mendes have at least 1 shot on target?,player_sot_over,36,No,0.0,0,,,,,,The Crowd played it safe.,,,
129,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q1,Will Egypt commit more fouls than Belgium?,team_more_fouls,59,No,0.0,0,,,,,,The Crowd played it safe.,,,
130,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q2,Will there be 2 or more total cards shown in the second half?,total_cards_over,58,No,0.0,0,,,,,,The Crowd played it safe.,,,
131,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q3,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,41,No,0.0,0,,,,,,The Crowd played it safe.,,,
132,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q4,Will Egypt have more shots on target than Belgium in the second half?,team_more_sot_2h,31,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
133,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q5,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,64,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
134,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q6,Will Belgium be caught offside 2 or more times?,team_offsides_over,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
135,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q7,Will Belgium win the match?,team_win,66,No,0.0,0,,,,,,The Crowd missed the mark.,,,
136,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q8,"At halftime, will the match be tied?",halftime_draw,42,No,0.0,0,,,,,,The Crowd played it safe.,,,
137,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q9,Will Youri Tielemans have at least 1 shot on target?,player_sot_over,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
138,raw_paste_collected_in_chat,resolved,2026-06-15,Belgium vs Egypt,Belgium vs Egypt,Q10,Will Mahmoud Trezeguet score or assist a goal (excluding own goals)?,player_goal_or_assist,26,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
139,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q1,Will Saudi Arabia be caught offside 2 or more times?,team_offsides_over,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
140,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q2,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,67,No,0.0,0,,,,,,The Crowd missed the mark.,,,
141,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q3,Will Saudi Arabia receive more cards than Uruguay?,team_more_cards,49,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
142,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q4,Will Uruguay score more goals than Saudi Arabia in the second half?,team_more_goals_2h,56,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
143,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q5,Will a penalty kick be awarded in the match?,penalty_awarded,32,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
144,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q6,Will Saudi Arabia commit more fouls than Uruguay?,team_more_fouls,53,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
145,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q7,Will Uruguay have more shots on target than Saudi Arabia in the second half?,team_more_sot_2h,67,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
146,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q8,Will Saudi Arabia win the match?,team_win,18,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
147,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q9,Will Salem Al-Dawsari score or assist a goal (excluding own goals)?,player_goal_or_assist,27,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
148,raw_paste_collected_in_chat,resolved,2026-06-15,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,Q10,Will Darwin Núñez score a goal (excluding own goals)?,player_goal,41,No,0.0,0,,,,,,The Crowd played it safe.,,,
149,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q1,"At halftime, will both teams have at least 1 shot on target?",both_teams_sot_h1_1plus,61,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
150,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q2,Will Iran be caught offside 2 or more times?,team_offsides_over,48,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
151,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q3,"In the second half, will Iran have more shots on target than New Zealand?",team_more_sot_2h,60,No,0.0,0,,,,,,The Crowd played it safe.,,,
152,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q4,Will New Zealand finish with more corner kicks than Iran?,team_more_corners_full,37,No,0.0,0,,,,,,The Crowd played it safe.,,,
153,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q5,Will Mehdi Taremi have at least 1 shot on target in the second half?,player_sot_2h_over,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
154,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q6,Will Iran win the match?,team_win,57,No,0.0,0,,,,,,The Crowd played it safe.,,,
155,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q7,Will the match have 2 or fewer total goals?,match_total_under,57,No,0.0,0,,,,,,The Crowd played it safe.,,,
156,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q8,Will Iran score in the second half?,team_score_2h,56,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
157,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q9,Will there be 4 or more total cards shown?,total_cards_over,47,No,0.0,0,,,,,,The Crowd played it safe.,,,
158,raw_paste_collected_in_chat,resolved,2026-06-15,Iran vs New Zealand,Iran vs New Zealand,Q10,Will Ben Waine score or assist a goal (excluding own goals)?,player_goal_or_assist,22,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
159,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q1,Will France be caught offside 2 or more times?,team_offsides_over,55,No,0.0,0,,,,,,The Crowd played it safe.,,,
160,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q2,Will Senegal receive at least 1 card in the second half?,team_card_2h,65,No,0.0,0,,,,,,The Crowd played it safe.,,,
161,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q3,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,45,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
162,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q4,Will Senegal be caught offside 2 or more times?,team_offsides_over,45,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
163,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q5,Will France have more shots on target than Senegal in the second half?,team_more_sot_2h,72,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
164,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q6,Will France win the match?,team_win,71,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
165,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q7,"At halftime, will France be winning?",halftime_team_winning,56,No,0.0,0,,,,,,The Crowd played it safe.,,,
166,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q8,Will Senegal have 4 or more shots on target?,team_sot_over,42,No,0.0,0,,,,,,The Crowd played it safe.,,,
167,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q9,Will France score in the first half?,team_score_1h,64,No,0.0,0,,,,,,The Crowd played it safe.,,,
168,raw_paste_collected_in_chat,resolved,2026-06-16,France vs Senegal,France vs Senegal,Q10,Will Sadio Mané score a goal (excluding own goals)?,player_goal,30,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
169,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q1,Will Norway commit more fouls than Iraq?,team_more_fouls,38,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
170,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q2,Will Norway be caught offside 2 or more times?,team_offsides_over,52,No,0.0,0,,,,,,The Crowd played it safe.,,,
171,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q3,Will Iraq have more shots on target than Norway in the second half?,team_more_sot_2h,24,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
172,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q4,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,38,No,0.0,0,,,,,,The Crowd played it safe.,,,
173,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q5,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,66,No,0.0,0,,,,,,The Crowd missed the mark.,,,
174,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q6,Will Iraq score at least 1 goal?,team_score_any,43,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
175,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q7,Will Norway score in the second half?,team_score_2h,70,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
176,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q8,Will Iraq have 3 or more shots on target?,team_sot_over,43,No,0.0,0,,,,,,The Crowd played it safe.,,,
177,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q9,Will Mohanad Ali score or assist a goal (excluding own goals)?,player_goal_or_assist,22,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
178,raw_paste_collected_in_chat,resolved,2026-06-16,Iraq vs Norway,Iraq vs Norway,Q10,Will the match have 3 or more total goals?,match_total_over,55,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
179,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q1,Will Algeria commit more fouls than Argentina?,team_more_fouls,59,No,0.0,0,,,,,,The Crowd played it safe.,,,
180,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q2,Will Argentina be caught offside 2 or more times?,team_offsides_over,53,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
181,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q3,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,65,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
182,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q4,Will Argentina score the first goal of the game and Algeria score in the second half?,compound_first_goal_score_2h,30,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
183,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q5,Will Algeria have 2 or more shots on target in the second half?,team_sot_2h_over,45,No,0.0,0,,,,,,The Crowd played it safe.,,,
184,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q6,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,40,No,0.0,0,,,,,,The Crowd played it safe.,,,
185,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q7,Will Argentina win the match?,team_win,75,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
186,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q8,Will the match have 3 or more total goals?,match_total_over,52,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
187,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q9,Will Argentina score in the first half?,team_score_1h,63,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
188,raw_paste_collected_in_chat,resolved,2026-06-16,Argentina vs Algeria,Argentina vs Algeria,Q10,Will Riyad Mahrez have at least 1 shot on target?,player_sot_over,42,No,0.0,0,,,,,,The Crowd played it safe.,,,
189,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q1,Will Austria win the match?,team_win,72,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
190,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q2,Will Jordan commit more fouls than Austria?,team_more_fouls,58,No,0.0,0,,,,,,The Crowd played it safe.,,,
191,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q3,Will Jordan have more shots on target than Austria in the second half?,team_more_sot_2h,27,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
192,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q4,Will the match have 2 or fewer total goals?,match_total_under,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
193,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q5,Will Austria score in the second half?,team_score_2h,65,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
194,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q6,Will Jordan finish with more corner kicks than Austria?,team_more_corners_full,28,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
195,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q7,Will there be 4 or more total cards shown?,total_cards_over,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
196,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q8,Will Austria have 6 or more shots on target?,team_sot_over,50,No,0.0,0,,,,,,The Crowd played it safe.,,,
197,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q9,Will Marcel Sabitzer have at least 1 shot on target?,player_sot_over,57,No,0.0,0,,,,,,The Crowd played it safe.,,,
198,raw_paste_collected_in_chat,resolved,2026-06-17,Austria vs Jordan,Austria vs Jordan,Q10,Will Mousa Al-Taamari have at least 1 shot on target?,player_sot_over,42,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
199,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q1,Will DR Congo commit more fouls than Portugal?,team_more_fouls,61,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
200,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q2,"In the second half, will Portugal have more shots on target than DR Congo?",team_more_sot_2h,75,No,0.0,0,,,,,,The Crowd missed the mark.,,,
201,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q3,Will the second half have more goals than the first half?,second_half_more_goals,53,No,0.0,0,,,,,,The Crowd played it safe.,,,
202,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q4,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,39,No,0.0,0,,,,,,The Crowd played it safe.,,,
203,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q5,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,36,No,0.0,0,,,,,,The Crowd played it safe.,,,
204,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q6,Will Portugal win the match?,team_win,80,No,0.0,0,,,,,,The Crowd missed the mark.,,,
205,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q7,Will DR Congo have 4 or more shots on target?,team_sot_over,31,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
206,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q8,Will there be 5 or more total corner kicks in the second half?,second_half_corners_over,54,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
207,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q9,Will Gonçalo Ramos score a goal (excluding own goals)?,player_goal,31,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
208,raw_paste_collected_in_chat,resolved,2026-06-17,Portugal vs Congo DR,Portugal vs DR Congo,Q10,Will Cédric Bakambu have at least 1 shot on target?,player_sot_over,43,No,0.0,0,,,,,,The Crowd played it safe.,,,
209,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q1,"At halftime, will Croatia have more corner kicks than England?",team_more_corners_h1,35,No,0.0,0,,,,,,The Crowd played it safe.,,,
210,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q2,Will Croatia be caught offside 2 or more times?,team_offsides_over,45,No,0.0,0,,,,,,The Crowd played it safe.,,,
211,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q3,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,72,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
212,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q4,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,41,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
213,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q5,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,36,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
214,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q6,Will England commit more fouls than Croatia?,team_more_fouls,43,No,0.0,0,,,,,,The Crowd played it safe.,,,
215,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q7,Will Harry Kane have at least 1 shot on target in the second half?,player_sot_2h_over,59,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
216,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q8,Will England have more shots on target than Croatia in the second half?,team_more_sot_2h,62,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
217,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q9,Will England win the match?,team_win,60,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
218,raw_paste_collected_in_chat,resolved,2026-06-17,England vs Croatia,England vs Croatia,Q10,Will Luka Sučić have at least 1 shot on target?,player_sot_over,34,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
219,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q1,Will Ghana commit more fouls than Panama?,team_more_fouls,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
220,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q2,Will Panama be caught offside 2 or more times?,team_offsides_over,44,No,0.0,0,,,,,,The Crowd played it safe.,,,
221,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q3,Will Panama score the first goal of the second half?,team_score_first_2h,34,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
222,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q4,Will Panama receive more cards than Ghana?,team_more_cards,46,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
223,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q5,Will Ghana have more shots on target than Panama in the second half?,team_more_sot_2h,54,No,0.0,0,,,,,,The Crowd played it safe.,,,
224,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q6,Will Ghana win the match?,team_win,48,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
225,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q7,Will the second half have 2 or more total goals?,second_half_goals_over,40,No,0.0,0,,,,,,The Crowd played it safe.,,,
226,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q8,Will Ghana have 3 or more shots on target?,team_sot_over,66,No,0.0,0,,,,,,The Crowd missed the mark.,,,
227,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q9,Will Antoine Semenyo have at least 1 shot on target?,player_sot_over,56,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
228,raw_paste_collected_in_chat,resolved,2026-06-17,Ghana vs Panama,Ghana vs Panama,Q10,Will José Fajardo have at least 1 shot on target?,player_sot_over,39,No,0.0,0,,,,,,The Crowd played it safe.,,,
229,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q1,Will Uzbekistan be caught offside 2 or more times?,team_offsides_over,42,No,0.0,0,,,,,,The Crowd played it safe.,,,
230,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q2,Will Colombia have more shots on target than Uzbekistan in the second half?,team_more_sot_2h,69,No,0.0,0,,,,,,The Crowd missed the mark.,,,
231,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q3,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,37,No,0.0,0,,,,,,The Crowd played it safe.,,,
232,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q4,Will Luis Díaz have at least 1 shot on target in the second half?,player_sot_2h_over,55,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
233,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q5,Will Uzbekistan score at least 1 goal?,team_score_any,43,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
234,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q6,"At halftime, will the match be tied?",halftime_draw,41,No,0.0,0,,,,,,The Crowd played it safe.,,,
235,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q7,Will the match have 2 or fewer total goals?,match_total_under,48,No,0.0,0,,,,,,The Crowd played it safe.,,,
236,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q8,Will Colombia score in the second half?,team_score_2h,66,Yes,100.0,0,,,,,,The Crowd called it perfectly!,,,
237,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q9,Will Uzbekistan have 5 or more corner kicks?,team_corners_over,29,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
238,raw_paste_collected_in_chat,resolved,2026-06-17,Uzbekistan vs Colombia,Uzbekistan vs Colombia,Q10,Will Eldor Shomurodov score or assist a goal (excluding own goals)?,player_goal_or_assist,28,No,0.0,0,,,,,,The Crowd called it perfectly!,,,
239,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q1,Will South Africa commit more fouls than Czechia?,team_more_fouls,52,No,0.0,0,,,,,,The Crowd played it safe.,,,
240,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q2,"In the second half, will Czechia have more corner kicks than South Africa?",team_more_corners_2h,59,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
241,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q3,Will Czechia have more shots on target than South Africa in the second half?,team_more_sot_2h,61,No,0.0,0,,,,,,The Crowd played it safe.,,,
242,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q4,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,38,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
243,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q5,Will Czechia be caught offside 2 or more times?,team_offsides_over,48,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
244,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q6,Will Czechia win the match?,team_win,58,No,0.0,0,,,,,,The Crowd played it safe.,,,
245,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q7,Will the match have 2 or fewer total goals?,match_total_under,53,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
246,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q8,Will South Africa score in the second half?,team_score_2h,40,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
247,raw_paste_collected_in_chat,resolved,2026-06-18,Czechia vs South Africa,Czechia vs South Africa,Q9,Will Patrik Schick have at least 1 shot on target?,player_sot_over,61,Yes,100.0,0,,,,,,The Crowd played it safe.,,,
